Sigla,Descrição da Sigla,Componente,Descrição do Componente,Domínio Funcional
CCDB-BASE,Conta Corrente e Débitos - Base,sboot-ccbd-base-orch-proc-pgmt-bol,"O sistema **sboot-ccbd-base-orch-proc-pgmt-bol** é um serviço de orquestração stateless desenvolvido em Java com Spring Boot, responsável por processar pagamentos de boletos (tributos, consumo e duplicatas) no contexto do Banco Votorantim. O sistema consome mensagens de uma fila IBM MQ contendo dados de boletos a serem pagos, realiza a autenticação via token OAuth2, envia as solicitações de pagamento para APIs externas (CASH) de acordo com o tipo de boleto, e atualiza o status do pagamento em um",02.03 - Transação e Processamento
CCDB-BASE,Conta Corrente e Débitos - Base,sboot-ccbd-base-orch-processa-conta-segura,"O sistema **sboot-ccbd-base-orch-processa-conta-segura** é um componente de orquestração desenvolvido em Spring Boot para processamento de contas seguras. Trata-se de uma aplicação stateless projetada para deploy em ambiente OpenShift, fazendo parte do módulo CCBD-BASE (Conta Corrente Banco Digital - Base). O componente atua como orquestrador de processos relacionados a contas seguras no contexto de banco digital.",02.03 - Transação e Processamento
CCDB-BASE,Conta Corrente e Débitos - Base,sboot-ccbd-base-orch-processa-stdin,"O **sboot-ccbd-base-orch-processa-stdin** é um serviço de orquestração desenvolvido em Spring Boot que processa transações financeiras stand-in (operações offline/contingência) de contas correntes do Banco Digital. O sistema consome mensagens de uma fila RabbitMQ, valida o status das contas, efetiva operações de débito, crédito ou TEF (Transferência Entre Contas) através de chamadas a APIs externas, e inativa as transações stand-in após o processamento. Implementa mecanismo de retry para garanti",02.03 - Transação e Processamento
CCDB-BASE,Conta Corrente e Débitos - Base,sboot-ccbd-base-orch-saldo,"Sistema de orquestração de consulta de saldo bancário desenvolvido em Java com Spring Boot. O sistema atua como uma camada de orquestração que integra serviços de dados cadastrais de clientes e consulta de saldo, fornecendo endpoints REST para consulta de saldo de contas correntes, saldo negativo, limites de conta e consultas por grupo comercial. Utiliza Apache Camel para orquestração de fluxos e segue arquitetura hexagonal (ports and adapters).",02.03 - Transação e Processamento
CCDB-BASE,Conta Corrente e Débitos - Base,sboot-ccbd-base-orch-schedule,O **sboot-ccbd-base-orch-schedule** é um microsserviço orquestrador responsável pelo agendamento e execução de processos bancários relacionados à consolidação de movimentações Fintech. O sistema utiliza Spring Boot com agendamento automático (via `@Scheduled`) e também expõe um endpoint REST para execução manual do processamento. Ele integra-se com o serviço atômico de conta corrente para solicitar o processamento de movimentações Fintech.,02.01 - Agendamento e Recorrência
CCDB-BASE,Conta Corrente e Débitos - Base,sboot-ccbd-base-orch-solic-debito,"O sistema **sboot-ccbd-base-orch-solic-debito** é um microserviço orquestrador responsável por solicitar débito e bloquear saldo de conta corrente no contexto do Banco Digital (CCBD - Conta Corrente Banco Digital) do Banco Votorantim. O serviço atua como orquestrador, integrando-se com múltiplos serviços atômicos (atoms) para: - Solicitar débito em conta corrente - Consultar transações pendentes em stand-in - Criar e atualizar monitoramentos de saldo - Bloquear valores disponíveis em conta - Val",05.01 - Dados e Monitoramento
CCDB-BASE,Conta Corrente e Débitos - Base,sboot-ccbd-base-orch-tabelas,"O **sboot-ccbd-base-orch-tabelas** é um microsserviço orquestrador desenvolvido em Spring Boot que gerencia consultas e manutenções de tabelas de domínio do sistema de conta corrente do Banco Digital (CCBD). O componente atua como intermediário entre clientes e serviços atômicos, orquestrando chamadas para obter dados cadastrais de clientes e parâmetros MT940 (padrão SWIFT para extratos bancários eletrônicos). Utiliza Apache Camel para orquestração de fluxos e integra-se com outros microsserviço",03.01 - Informações Corporativas
CCDB-BASE,Conta Corrente e Débitos - Base,sboot-ccbd-base-orch-token-pix,"O **sboot-ccbd-base-orch-token-pix** é um microserviço orquestrador responsável por disparar tokens de validação para funcionalidades do PIX. O sistema recebe requisições contendo informações de chave PIX (email ou telefone), gera um token JWT de autenticação junto a um serviço externo e envia o token OTP (One-Time Password) para o usuário através do canal especificado (email ou SMS). O serviço atua como intermediário entre o cliente e os serviços de geração e envio de tokens, implementando lógi",02.03 - Transação e Processamento
CCDB-BASE,Conta Corrente e Débitos - Base,sboot-ccbd-base-orch-transf-efet-ted,"Sistema de efetivação de transferências bancárias TED (Transferência Eletrônica Disponível) desenvolvido em Spring Boot com arquitetura hexagonal. O sistema orquestra o fluxo completo de transferências TED, incluindo validações de limites, grade horária, integração com sistema antifraude, efetivação ou agendamento da operação, e notificações. Suporta múltiplas versões de API (v2, v3, v4, v5) com evoluções incrementais, sendo a v5 a mais recente com integração obrigatória ao sistema antifraude.",02.03 - Transação e Processamento
CCDB-BASE,Conta Corrente e Débitos - Base,sboot-ccbd-base-orch-transf-efet-tef,"Sistema de orquestração de transferências bancárias TEF (Transferência Eletrônica de Fundos) para o Banco Digital. O sistema é responsável por efetuar e agendar transferências entre contas bancárias, validando limites, consultando dados cadastrais, verificando dias úteis e integrando com sistemas legados e APIs de transferência. Suporta tanto operações síncronas via API REST quanto assíncronas via RabbitMQ (consumindo mensagens de sistemas batch como TSEL).",02.03 - Transação e Processamento
CCDB-BASE,Conta Corrente e Débitos - Base,sboot-ccbd-base-orch-transf-val-ted,"O sistema **sboot-ccbd-base-orch-transf-val-ted** é um orquestrador de validação de transferências bancárias DOC e TED para o Banco Digital do Banco Votorantim. Trata-se de um microserviço stateless desenvolvido em Spring Boot que expõe APIs REST para validar transferências bancárias, verificando regras de negócio como dias úteis, horários permitidos, agendamentos e integrando-se com sistemas legados via EJB para efetuar as validações e críticas necessárias.",02.02 - Validações de Pagamento
CCDB-BASE,Conta Corrente e Débitos - Base,sboot-ccbd-base-orch-transf-val-tef,"Sistema de validação de transferências TEF (Transferência Eletrônica de Fundos) do Banco Votorantim. O serviço é responsável por validar transferências entre contas bancárias, verificando dias úteis, horários permitidos e realizando críticas de agendamento quando necessário. Utiliza integração com sistemas legados via EJB para validação de calendário bancário e processamento de transferências.",02.02 - Validações de Pagamento
CCDB-BASE,Conta Corrente e Débitos - Base,sboot-ccbd-base-orch-val-transf,"O sistema **sboot-ccbd-base-orch-val-transf** é um microserviço orquestrador desenvolvido em Java com Spring Boot, responsável por validar transferências bancárias no contexto do Banco Digital (CCBD - Conta Corrente Banco Digital). O serviço atua como orquestrador, integrando-se com outros microserviços para validar contas correntes e informações de ITP (Instrução de Transferência de Pagamento) antes de autorizar uma transferência. Utiliza Apache Camel para roteamento de mensagens e integração e",02.02 - Validações de Pagamento
CCDB-BASE,Conta Corrente e Débitos - Base,sboot-ccbd-base-orch-vitrine-seguros,"O sistema **sboot-ccbd-base-orch-vitrine-seguros** é um serviço de orquestração desenvolvido em Spring Boot que expõe APIs REST para consulta e exibição de seguros no aplicativo de Banco Digital do Banco Votorantim. O sistema integra-se com múltiplos serviços externos para consolidar informações sobre seguros contratados (especialmente seguros auto vinculados a financiamentos de veículos) e seguros disponíveis para contratação via cartão de crédito, apresentando essas informações de forma organi",02.03 - Transação e Processamento
CCDB-BASE,Conta Corrente e Débitos - Base,sbootlib-ccbd-base-log-toggle,"O **sbootlib-ccbd-base-log-toggle** é uma biblioteca Spring Boot que permite alterar dinamicamente o nível de log da aplicação (entre DEBUG e INFO) através de feature toggles. A biblioteca foi projetada para ser utilizada como dependência em outros projetos, possibilitando o controle remoto do nível de logging sem necessidade de restart da aplicação.",05.02 - Logs e Auditoria
ERPT-BASE,Enterprise Reporting - Base,sbatch-erpt-base-tributo-auto-retencao,"Sistema batch desenvolvido em Spring Batch para extração de dados de tributos com auto-retenção do sistema ERP Protheus e geração de arquivo CSV para integração com a plataforma Easy Tributos. O processo lê dados de uma view no banco de dados SQL Server, processa os registros em chunks e grava o resultado em arquivo CSV no Google Cloud Storage (GCS).",04.09 - Tributos
ERPT-BASE,Enterprise Reporting - Base,sbatch-erpt-base-tributo-juridico,"Sistema batch desenvolvido em Spring Boot para extração de dados jurídicos de tributos a partir de uma view do SQL Server (VwJuridicoEasyTributos) e geração de arquivo CSV no Google Cloud Storage. O sistema é utilizado para integração com o sistema Easy Tributos, processando informações de tributos jurídicos em lotes de 50.000 registros, com filtro por período de emissão configurável via parâmetros de job.",04.09 - Tributos
ERPT-BASE,Enterprise Reporting - Base,sbatch-erpt-base-trilha-auditoria,"Sistema batch desenvolvido em Spring Batch para processamento de trilha de auditoria do ERP Protheus. O componente realiza a leitura de logs de auditoria de diversas tabelas do banco de dados SQL Server (SA1700, SA2700, SC7700, SD1700, SE2700, SE5700, SF1700) e gera registros de auditoria no formato LEEF (Log Event Extended Format) para rastreamento de operações realizadas no sistema ERP. O processamento é executado em batch, lendo registros do dia anterior e gerando logs estruturados em JSON pa",05.02 - Logs e Auditoria
ERPT-BASE,Enterprise Reporting - Base,sboot-erpt-base-atom-protheus,"O **sboot-erpt-base-atom-protheus** é um microserviço atômico desenvolvido em Java com Spring Boot, que atua como integrador entre o ERP Protheus e outros sistemas corporativos (como o Projuris). O sistema é responsável por: - Consultar e atualizar informações de Centros de Custo no banco de dados do Protheus - Consultar e processar informações de retorno de pagamentos - Expor APIs REST para consumo por outros sistemas - Realizar operações de leitura e escrita em tabelas do SQL Server do ERP Pro",02.03 - Transação e Processamento
FLEX-CALC,Flexibilização - Cálculos,java-flex-calc-controladoria-carga,"O sistema **flex-calc-controladoria-carga** é um componente de integração desenvolvido em Java EE que expõe um serviço web (SOAP/JAX-WS) para receber e armazenar dados de contratos financeiros oriundos do sistema Flex. O principal objetivo é realizar a carga de informações de contratos na base de dados gerencial (controladoria), permitindo que sistemas externos enviem dados de contratos de financiamento para posterior análise e processamento. O sistema recebe requisições com informações detalhad",02.03 - Transação e Processamento
FLEX-CALC,Flexibilização - Cálculos,java-flex-calc-taxa-financiamento-varejo,"Sistema de cálculo de taxas de financiamento para produtos de varejo do Banco Votorantim. O sistema realiza cálculos complexos de CET (Custo Efetivo Total), taxa pactuada, taxa gerencial, IOF e taxa de retenção para operações de crédito, considerando diversos custos, modalidades de produtos e características específicas de cada financiamento.",02.03 - Transação e Processamento
FLEX-CALC,Flexibilização - Cálculos,sboot-flex-calc-acl-taxa-financiamento-flex,"Sistema de cálculo de taxas de financiamento para produtos Flex do Banco Votorantim. Trata-se de uma camada ACL (Anti-Corruption Layer) que expõe uma API REST moderna e consome um serviço SOAP legado para obter taxas de financiamento, incluindo CET, IOF, taxas pactuadas e informações de controladoria.",02.03 - Transação e Processamento
FLEX-CALC,Flexibilização - Cálculos,sboot-flex-calc-atom-controladoria-carga,"O sistema **sboot-flex-calc-atom-controladoria-carga** é um serviço atômico desenvolvido em Spring Boot para realizar a carga de dados de contratos na controladoria. O sistema recebe informações de contratos financeiros via API REST e persiste esses dados em um banco de dados Sybase (DBGERENCIAL), incluindo informações do contrato principal e suas parcelas associadas.",02.03 - Transação e Processamento
FLEX-CALC,Flexibilização - Cálculos,sboot-flex-calc-orch-financiamento-flex,O sistema **sboot-flex-calc-orch-financiamento-flex** é um serviço de orquestração desenvolvido em Spring Boot que gerencia operações de cálculo de taxas de financiamento e criação de contratos na controladoria. Atua como um orquestrador que integra dois serviços principais: um para cálculo de taxas de financiamento e outro para criação de contratos na controladoria. Utiliza Apache Camel para orquestração de fluxos e expõe APIs REST para consumo externo.,02.03 - Transação e Processamento
FLEX-INBV,Flexibilização - Integração BV,java-flex-inbv-baixa-parcela,"Sistema Java EE para processamento de baixa de parcelas de contratos financeiros do sistema Flex. A aplicação recebe mensagens via fila JMS contendo informações de pagamento de parcelas, processa a baixa integrando-se com o sistema Flexcube (Oracle FCUBS) via SOAP, calcula descontos aplicáveis (mora, multa, juros e principal), valida o tipo de baixa (antecipada ou normal) e persiste logs de processamento em banco de dados. O sistema atua como middleware de integração entre sistemas legados e o c",02.05 - Processamento de Recebimento
FLEX-INBV,Flexibilização - Integração BV,java-flex-inbv-manutencao-contrato-financeiro,"Sistema de validação e manutenção de contratos financeiros do produto FLEX INBV. Realiza validação completa de dados contratuais incluindo participantes (pessoas físicas e jurídicas), custos, seguros, favorecidos de recebimento e informações de desembolso. O sistema valida regras de negócio complexas, consistência de dados cadastrais contra bases corporativas e integra-se com serviços externos para obtenção de domínios técnicos e dados de parceiros comerciais. Implementa conversão de custos entr",02.02 - Validações de Pagamento
FLEX-INBV,Flexibilização - Integração BV,java-flex-inbv-solicitacao-boleto-avulso,"O sistema **java-flex-inbv-solicitacao-boleto-avulso** é uma aplicação Java EE voltada para a solicitação de boletos avulsos de financiamento. Permite que usuários solicitem a geração de boletos avulsos para contratos de financiamento, com opções de envio por e-mail ou SMS. O sistema registra as solicitações em banco de dados, incluindo informações sobre parcelas quando aplicável, e retorna um código de solicitação para rastreamento.",02.03 - Transação e Processamento
FLEX-INBV,Flexibilização - Integração BV,javabatch-flex-inbv-envia-pdf-carne,"Sistema batch Java desenvolvido para processar e enviar dados de carnês de contratos financeiros para uma fila RabbitMQ. O sistema consulta contratos específicos (produtos 13 e 10, modalidades 55 e 81) que tiveram alterações de status em boletos, recupera informações detalhadas do contrato, cliente, veículo legal e carnês associados, e publica essas informações em formato JSON para processamento posterior (geração de PDF de carnê). O processamento é executado com base em uma data específica forn",02.03 - Transação e Processamento
FLEX-INBV,Flexibilização - Integração BV,javabatch-flex-inbv-gestao-contabil-gera-softpar,"Sistema batch Java desenvolvido para gerar arquivos no formato SoftPar contendo lançamentos contábeis consolidados. O sistema consulta dados de lançamentos contábeis em um banco de dados Sybase IQ, processa as informações agrupando cabeçalhos e detalhes de lotes contábeis, e gera arquivos de saída em formato posicional específico para integração com o sistema SoftPar de gestão contábil. O processamento considera regras de negócio relacionadas a dias úteis, feriados e finais de semana para determ",02.02 - Validações de Pagamento
FLEX-INBV,Flexibilização - Integração BV,sboot-flex-inbv-acl-geracao-de-contrato,"O sistema **sboot-flex-inbv-acl-geracao-de-contrato** é uma camada anticorrupção (ACL - Anti-Corruption Layer) desenvolvida em Spring Boot, responsável pela geração de contratos. Trata-se de um componente do módulo FLEX-INBV que atua como intermediário entre sistemas, isolando o domínio interno de integrações externas e garantindo que mudanças em sistemas externos não afetem diretamente a lógica de negócio interna.",02.03 - Transação e Processamento
FLEX-INBV,Flexibilização - Integração BV,sboot-flex-inbv-geracao-de-contrato,"Sistema de orquestração para geração de contratos financeiros FLEX INBV (Investimento Não Bancário Varejo) utilizando Camunda BPM como motor de workflow. O sistema processa mensagens JMS contendo solicitações de contratos, executa validações pré-contrato, cria o contrato no FlexCube, e realiza integrações pós-contrato (pagamentos, seguros, comissões, controladoria). Suporta fluxos regulares e irregulares (FGTS), produtos diversos (solar, estudantil), e integra com mais de 30 sistemas legados via",02.03 - Transação e Processamento
FLEX-INBV,Flexibilização - Integração BV,sboot-flex-inbv-implantacao-contrato-cockpit,"Sistema de Cockpit de Sustentação para Esteira de Implantação de Contrato, desenvolvido em Java com Spring Boot e Camunda BPM. Trata-se de uma aplicação stateful que utiliza o motor de workflow Camunda para gerenciar processos de implantação de contratos, oferecendo interface web para monitoramento e gestão através do Camunda Cockpit.",05.01 - Dados e Monitoramento
FLEX-INBV,Flexibilização - Integração BV,sboot-flex-inbv-orch-atualiza-dado-cliente,"O sistema **sboot-flex-inbv-orch-atualiza-dado-cliente** é um orquestrador desenvolvido em Java com Spring Boot e Apache Camel, responsável por receber dados de clientes (pessoa física) e encaminhá-los para o sistema CDSP (Central de Dados de Clientes) através de filas RabbitMQ. O sistema atua como intermediário, realizando transformações, validações, mapeamento de domínios (de-para) e enriquecimento de dados antes de publicá-los na fila de destino para processamento assíncrono pelo CDSP/CADU.",02.03 - Transação e Processamento
FLEX-INBV,Flexibilização - Integração BV,sboot-flex-inbv-orch-atualiza-vucl,"O sistema **sboot-flex-inbv-orch-atualiza-vucl** é um orquestrador desenvolvido em Java com Spring Boot e Apache Camel, responsável por receber dados gerais de clientes (pessoas físicas), realizar mapeamento de domínios (conversão de códigos entre sistemas), e publicar essas informações em uma fila RabbitMQ para processamento assíncrono pelo sistema CADU (Cadastro Único). O sistema atua como intermediário entre o sistema Flex e o CDSP (Cadastro de Pessoas), realizando transformações e validações",02.03 - Transação e Processamento
FLEX-INBV,Flexibilização - Integração BV,sboot-flex-inbv-orch-boleto-flex,"O **sboot-flex-inbv-orch-boleto-flex** é um sistema orquestrador de operações de boletos e carnês para contratos financeiros Flex. Atua como camada de integração entre sistemas legados (Oracle FlexCube via SOAP) e serviços modernos (APIs REST internas), gerenciando todo o ciclo de vida de boletos: geração, consulta, registro, confirmação e emissão de segunda via. O sistema implementa feature toggles para alternar entre fluxos de processamento (FlexCube vs base interna) e utiliza Apache Camel par",02.03 - Transação e Processamento
FLEX-INBV,Flexibilização - Integração BV,sboot-flex-inbv-orch-cliente-flex,"Sistema de integração para gerenciamento de clientes no FlexCube, desenvolvido em Java com Spring Boot e Apache Camel. O sistema expõe APIs REST para consulta e cadastro de clientes (Pessoa Física e Pessoa Jurídica), integrando-se com o core bancário FlexCube via SOAP Web Services. Utiliza arquitetura hexagonal (ports and adapters) e implementa roteamento de mensagens através do Apache Camel para orquestração de chamadas aos serviços externos.",02.03 - Transação e Processamento
FLEX-INBV,Flexibilização - Integração BV,sboot-flex-inbv-orch-contrato-financeiro-flex,"Sistema de integração e orquestração para consulta de contratos financeiros no Oracle FlexCube. Atua como camada de abstração entre sistemas internos do BV e o core bancário FlexCube, fornecendo APIs REST padronizadas para consulta de dados contratuais. Implementa transição arquitetural gradual de integrações SOAP legadas para APIs REST modernas, controlada por feature toggles. Oferece funcionalidades de consulta de contratos por CPF/CNPJ, detalhamento de contratos, dados de liberação/desembolso",02.03 - Transação e Processamento
FLEX-INBV,Flexibilização - Integração BV,sboot-flex-inbv-orch-gestao-contrato,"Sistema de orquestração para consulta de dados básicos de contratos e clientes no contexto de financiamento veicular. O sistema integra duas fontes de dados distintas (GCTR e FLEX) através de serviços SOAP, expondo endpoints REST para consulta por placa de veículo ou número de contrato. Utiliza Apache Camel para orquestração das chamadas aos sistemas legados.",02.03 - Transação e Processamento
FLEX-ORAC,Flexibilização - Oracle,sboot-flex-orac-acl-fcubsclservice,"Sistema ACL (Anti-Corruption Layer) que atua como camada de integração entre aplicações do Banco Votorantim e o sistema core bancário Oracle FLEXCUBE (módulo Corporate Lending). O sistema expõe APIs REST que traduzem requisições para chamadas SOAP ao FLEXCUBE, realizando operações de criação e consulta de contas, contratos, renegociações, parcelas, desembolsos e rollover manual. Utiliza Apache Camel para orquestração de rotas e implementa mapeamento de domínios técnicos para tradução de valores ",02.03 - Transação e Processamento
FLEX-ORAC,Flexibilização - Oracle,springboot-flex-orac-contrato-financiamento,"Sistema REST API desenvolvido em Spring Boot para consulta de informações de contratos financeiros do sistema Flex Oracle. O sistema fornece um endpoint para consultar a sequência financeira de contratos, realizando consultas no banco de dados Oracle Flex e retornando informações sobre eventos e motivos de contratos financeiros.",02.03 - Transação e Processamento
FLEX-PARC,Flexibilização - Parcelamento,java-flex-parc-contrato-notificar-parceiro,O sistema **java-flex-parc-contrato-notificar-parceiro** é um componente de integração responsável por processar retornos de contratos do sistema FLEX e notificar parceiros comerciais sobre o resultado do processamento. O fluxo principal consiste em: 1. Consumir mensagens de uma fila JMS contendo informações de retorno de processamento de contratos 2. Validar e transformar os dados recebidos 3. Obter credenciais de acesso e token OAuth para integração com API externa (CAAPI) 4. Enviar notificaçõ,04.05 - Notificações e Relatórios
FLEX-PARC,Flexibilização - Parcelamento,sboot-flex-parc-stat-contrato-notificar-parceiro,"Sistema stateful desenvolvido em Spring Boot com Camunda BPM para notificar parceiros comerciais sobre a geração de contratos de financiamento Flex. O sistema consome mensagens de uma fila JMS (IBM MQ) contendo informações de contratos gerados, executa um processo BPMN que obtém parâmetros do parceiro, bloqueia a impressão de carnê na gráfica e notifica o parceiro através de uma API REST. Em caso de erros, envia e-mails de notificação para a equipe de sustentação.",04.05 - Notificações e Relatórios
GDCC-BASE,Gestão de Conta Corrente - Base,java-gdcc-base-consulta-geral-debito-conta,"O sistema **java-gdcc-base-consulta-geral-debito-conta** é um serviço backend desenvolvido em Java EE que fornece funcionalidades de consulta geral de débitos em conta. O sistema expõe Web Services SOAP para consultar totalizações de débitos por data de vencimento e por data de remessa, agregando informações sobre quantidades e valores de débitos em diferentes estados (vencimento, remessa, retorno, efetivado, pendente). O sistema segue uma arquitetura em camadas (EAR, EJB, Web Services) e utiliz",02.03 - Transação e Processamento
GDCC-BASE,Gestão de Conta Corrente - Base,java-gdcc-base-gdcc-gestao-debito-conta,"O **GDCC (Gestão de Débito em Conta Corrente)** é um sistema corporativo desenvolvido para gerenciar o processo completo de débito automático em contas correntes. O sistema permite o agendamento e cancelamento de remessas de débito, consulta de retornos bancários, parametrização de contas convênio, monitoramento de processamento de arquivos, tratamento de inconsistências e estornos. Atende múltiplos sistemas origem (multiproduto) e bancos conveniados, com controle de autorização de débito, histó",02.01 - Agendamento e Recorrência
GDCC-BASE,Gestão de Conta Corrente - Base,java-gdcc-base-gdcf-gestao-debito-conta-core,"O sistema **GDCF (Gestão de Débito em Conta de Financiamento)** é um componente core do Banco Votorantim responsável por gerenciar débitos automáticos em contas correntes de clientes que possuem contratos de financiamento. O sistema permite consultar, alterar e suspender débitos automáticos, tratar estornos, visualizar inconsistências e gerenciar o histórico de alterações de contas vinculadas aos contratos. Integra-se com sistemas legados e oferece serviços através de ESB (Enterprise Service Bus",02.03 - Transação e Processamento
GDCC-BASE,Gestão de Conta Corrente - Base,java-gdcc-base-gdcf-gestao-debito-conta,"O sistema **GDCF - Gestão de Débito em Conta** é uma aplicação Java EE desenvolvida para o Banco Votorantim que gerencia débitos automáticos em conta corrente de contratos financeiros. O sistema permite visualizar, alterar e gerenciar contas de débito, tratar estornos, visualizar inconsistências e registrar contratos de refinanciamento. Integra-se com o sistema de Gestão de Contratos e bases de dados legadas (Tools), fornecendo funcionalidades através de serviços EJB e Web Services.",02.03 - Transação e Processamento
GDCC-BASE,Gestão de Conta Corrente - Base,java-gdcc-base-webservice-debito-conta,"Sistema de gestão e autorização de débito em conta corrente (GDCC) que processa solicitações de débito, valida autorizações conforme modelo de negócio definido e gerencia o ciclo de vida das autorizações. O sistema opera através de filas JMS para receber solicitações e publicar notificações de status, além de expor serviços SOAP (v1 e v2) e REST para consultas e operações. Suporta três modelos de autorização: sem autorização (automático), única vez (com expiração temporal) e por proposta (autori",02.03 - Transação e Processamento
GDCC-BASE,Gestão de Conta Corrente - Base,javabatch-gdcc-base-agendamento-parcelas,"Sistema batch Java para gestão de débito automático em conta corrente corporativa (GDCC), voltado para produtos de crédito pessoal Banco do Brasil (CPBB - subproduto 55). O sistema realiza: - **Cadastro automático** de novos contratos elegíveis para débito automático - **Agendamento** de parcelas a vencer via integração com webservices GDCC - **Processamento pontual** de débitos via arquivo texto posicional - **Processamento de retornos** bancários com classificação de ações (baixa, suspensão, g",02.01 - Agendamento e Recorrência
GDCC-BASE,Gestão de Conta Corrente - Base,javabatch-gdcc-base-automatizacao-debito-bb,"Sistema batch Java desenvolvido para automação de débito em conta corrente do Banco do Brasil (BB) no contexto de gestão de débito em conta corrente (GDCC). O sistema processa propostas de crédito que possuem débito em conta como forma de pagamento, consultando e registrando autorizações de débito conforme o modelo parametrizado para cada banco. Executa em lotes (batch) utilizando o framework BV-Sistemas, lendo propostas aprovadas, verificando elegibilidade para débito automático e gerenciando o",02.01 - Agendamento e Recorrência
GDCC-BASE,Gestão de Conta Corrente - Base,javabatch-gdcc-base-autorizacaodebitocontaremessa,"Sistema batch Java desenvolvido para gerar arquivos de remessa de autorização de débito automático em conta corrente para o Banco do Brasil. O sistema consulta registros pendentes de envio no banco de dados, processa as informações, gera arquivos no formato específico do banco (layout posicional de 150 caracteres) e atualiza o status dos registros processados. Utiliza Spring Batch para orquestração do processamento em lote.",02.01 - Agendamento e Recorrência
GDCC-BASE,Gestão de Conta Corrente - Base,javabatch-gdcc-base-autorizacaodebitocontaretorno,"Sistema batch Java responsável por processar arquivos de retorno de autorização de débito em conta corrente provenientes do Banco do Brasil. O sistema lê arquivos de retorno (layout posicional), valida os dados, atualiza o status das autorizações de débito em múltiplas bases de dados (Sybase), e publica notificações em filas/tópicos MQ para sistemas integrados. Também realiza atualização de dados bancários (agência/conta) em propostas e contratos quando necessário, além de controlar reenvios aut",04.07 - Autorizações
GDCC-BASE,Gestão de Conta Corrente - Base,javabatch-gdcc-base-prepara-agenda-digital,"Sistema batch Java responsável por preparar a agenda de débitos automáticos em conta corrente. O sistema processa contratos de débito ativos, valida informações junto ao sistema legado (Gestão de Contratos), calcula datas de agendamento e vencimento, e gera registros de débito para posterior envio aos bancos conveniados. Utiliza arquitetura Reader-Processor-Writer do framework BV para processamento em lote.",02.03 - Transação e Processamento
GDCC-BASE,Gestão de Conta Corrente - Base,javabatch-gdcc-base-prepara-agenda,"Sistema batch Java desenvolvido com Spring Batch para preparação e agendamento de débitos automáticos em conta corrente. O sistema processa contratos de débito ativos, valida informações junto ao sistema legado (Gestão de Contratos), calcula datas de agendamento considerando prazos e feriados, e integra com o sistema GDCC para efetivação dos débitos. Realiza também tratamento de cancelamentos, renegociações e autorizações de débito, especialmente para contratos da Caixa Econômica Federal.",02.03 - Transação e Processamento
GDCC-BASE,Gestão de Conta Corrente - Base,javabatch-gdcc-base-processa-debito-pontual,"Sistema batch Java desenvolvido para processar débitos pontuais no contexto do GDCC (Gestão de Débito em Conta Corrente). O sistema lê um arquivo texto posicional contendo solicitações de débito ou cancelamento, valida as informações contra bases de dados do sistema de Gestão de Contratos e do GDCF, e realiza o agendamento ou cancelamento de débitos automáticos em conta corrente. Gera arquivo de retorno com o resultado do processamento de cada registro.",02.03 - Transação e Processamento
GDCC-BASE,Gestão de Conta Corrente - Base,javabatch-gdcc-base-processa-parcela-digital,"Sistema batch Java responsável pelo processamento de parcelas de débito digital no contexto de gestão de débito em conta corrente (GDCC). O sistema realiza a consolidação de eventos de baixa de débitos, processa retornos de débito automático, atualiza status de parcelas, gera tarefas SAC quando necessário, e controla autorizações de débito da Caixa Econômica Federal (CEF). Opera em modo batch processando lotes de registros de débito que foram previamente enviados e retornados pelos bancos.",02.01 - Agendamento e Recorrência
GDCC-BASE,Gestão de Conta Corrente - Base,javabatch-gdcc-base-processa-parcela-retorno,"Sistema batch Java desenvolvido com Spring Batch para processar retornos de débitos automáticos em conta corrente. O sistema consulta arquivos de retorno processados via webservice, processa as informações de débito (baixas, suspensões, inconsistências), atualiza o status das parcelas, gera controles de carga para baixa e cria tarefas SAC quando necessário. Integra-se com o sistema GDCC (Gestão de Débito em Conta Corrente Corporativa) e sistemas legados de gestão de contratos.",02.03 - Transação e Processamento
GDCC-BASE,Gestão de Conta Corrente - Base,javabatch-gdcc-base-relatorio-autorizacao-debito-conta,"Sistema batch Java desenvolvido para gerar relatórios de autorização de débito em conta corrente. O sistema consulta registros de débitos automáticos processados, enriquece as informações com dados de contratos, parcelas e clientes, e gera um arquivo Excel (.xls) consolidado com todas as informações relevantes para análise e acompanhamento das autorizações de débito.",04.05 - Notificações e Relatórios
GDCC-BASE,Gestão de Conta Corrente - Base,javabatch-gdcc-base-remessa-deb-automatico-digital,"O sistema **javabatch-gdcc-base-remessa-deb-automatico-digital** é um job batch desenvolvido em Java que realiza o processamento e envio de remessas de débito automático para produtos financeiros (Crédito Pessoal, Crédito Fácil e Financiamento de Veículos). O sistema consulta parcelas de débito agendadas no banco de dados Sybase, processa as informações, atualiza o status das parcelas e envia mensagens para uma fila RabbitMQ para posterior processamento. Também identifica e cancela agendamentos ",02.01 - Agendamento e Recorrência
